Text,Year,Category,Log_Probability
"02 November 2011 - government to abolish super age cap
The government announced today that it will abolish the superannuation cap on contributions for people over 50.
The cap was introduced in 2001 and limited the amount of tax-free superannuation contributions people could receive from age 50 to age 65, to a maximum of $500,000.
The cap has been under attack by a number of commentators for a long time. The cap has also been criticised for not being indexed for inflation.
The Government says that it will remove the cap from 1 July 2013. The Government also proposes to provide incentives for higher income earners to contribute to superannuation, and will reduce the top marginal tax rate for high income earners.
These reforms are expected to cost the budget $4.5 billion over the forward estimates period.
This article was published on 02 November 2011 and was written by Richard Storer, Director of Personal and Superannuation. Richard can be contacted on richard.storer@andertons.com.au",2011,Politics,-595530048.0
"01 December 2011 - brotherhood leading in egypt election
Muslim Brotherhood leader Mohamed Morsi waves to supporters after casting his vote in the first round of Egypt’s presidential elections in the northern coastal city of Alexandria. Egypt's Muslim Brotherhood, seen by the West as the country's most organised and sophisticated political movement, appeared on course for a surprise win in a presidential election. REUTERS/Mohamed Abd El Ghany (EGYPT - Tags: ELECTIONS POLITICS)
Egyptian Islamist Mohamed Morsi (L) and liberal politician Hamdeen Sabahi campaign ahead of Egypt’s second round presidential run-off vote in the Mediterranean port city of Alexandria, on 27 June 2012. Morsi, of the Muslim Brotherhood, and Sabahi, a leftist, will face off in a second round on 16 July. AFP PHOTO/STRINGER (Photo credit should read STRINGER/AFP/Getty Images)
Egypt's newly-elected President Mohammed Morsi waves to his supporters as he waves to supporters after casting his ballot during the second round of Egypt's presidential election",2011,Politics,-603628416.0
"31 October 2011 - bill chalk southern cross produce and president of the New South Wales Farmers Association
30 October 2011 - Paul Sinclair, CEO, The Meat and Livestock Association of Australia
29 October 2011 - Andrew Thorburn, CEO, Woolworths
28 October 2011 - Alan Kirkland, chairman, the Australian Food and Grocery Council
27 October 2011 - Michael Sykes, chairman, the Australian Dairy Farmers
26 October 2011 - John McKenna, CEO, Meat & Livestock Australia
25 October 2011 - John Pollaers, chairman, Australian Wool Innovation
24 October 2011 - David Knox, chairman, The Australian Poultry Association
21 October 2011 - Gary Dawson, chairman, The Australian Sugar Cane Industry
20 October 2011 - Steve Cannon, CEO, Meat & Livestock Australia
19 October 2011 - Brian Flannery, CEO, Australian Poultry Association
18 October 2011 - David Gorton, Chairman, Australian",2011,Politics,-592228544.0
"13 November 2011 - italy races to form new government after berlusconi resignation
Berlusconi resignation brings down coalition government
Italian Premier Silvio Berlusconi’s resignation as prime minister on Friday will probably result in an interim government to keep Italy afloat amid an economic crisis that has triggered a financial emergency and threatened a return to the eurozone’s bailout program.
Berlusconi, who is facing a series of corruption charges, had been trying to cling to power for a year after a voter revolt over the austerity measures demanded by the European Union and the International Monetary Fund in exchange for the €78 billion ($102 billion) loan. The measures included budget cuts, higher retirement ages and the sale of state-run companies to private firms. Berlusconi also was seeking to distance Italy from its involvement in the eurozone bailout programs and said the country should remain outside the bailout programs.
Berlusconi, 74, will step down when parliament reconvenes for a confidence vote next week. The current speaker of parliament, Renato Schifani, said he would be acting",2011,Politics,-605556352.0
"01 July 2011 - meet australias new senate powerbrokers
01 July 2011 - meet australias new senate powerbrokers
We all know what a Senate scandal looks like. The scandal we’ve been watching this week in the Australian Senate is different.
Instead of a political party being tainted by corruption or bad behaviour, a new Senate is being tainted by a party with a history of bad behaviour, and a scandalous lack of transparency. The result? The Australian people are forced to choose between the tainted party and the bad behaviour of the opposition, and we’re all the worse for it.
This week we’ve witnessed the Liberal party’s most senior member, the party’s Leader of the Opposition in the Senate, and its Leader of the House of Representatives, both making the same claim – that their opposition is being tainted by the Australian Labor Party.
The problem with this claim is that it is both untrue and entirely without substance.
As you can see from this graph, there’s no evidence whatsoever that either of these men is being tainted by the",2011,Politics,-587366912.0
"06 May 2011 - election race begins for wollongong and albury
05 May 2011 - labour needs a new leader
05 May 2011 - greens need a new leader
02 May 2011 - keating - 2008 was the end of the era of the independent
02 May 2011 - the independents in the senate are a problem
29 Apr 2011 - labor, greens, liberals and independents
29 Apr 2011 - 2 senators have quit the government and are joining the cross bench
29 Apr 2011 - a very interesting by-election
29 Apr 2011 - the hung parliament
29 Apr 2011 - the hung parliament
25 Apr 2011 - the senate
25 Apr 2011 - a hung parliament
25 Apr 2011 - hung parliament - some predictions
25 Apr 2011 - hung parliament
25 Apr 2011 - hung parliament - the cross bench
25 Apr 2011 - hung parliament - what happens now
24 Apr 201",2011,Politics,-605000064.0
"22 December 2011 - government extends qld disasters assistance deadline
The Queensland Government is extending the deadline for applicants to apply for Queensland Disaster Assistance from 20 December to 24 December 2011. The extension comes following the devastating floods in January this year which caused significant damage and loss to thousands of people and homes in Queensland.
Queensland Government Minister for Communities, Craig Wallace, said that the extension had been granted following a request from the Queensland Reconstruction Authority.
“We are grateful to the Australian Government for their support, both in providing funding to support this extension, and their swift response in providing disaster relief to those affected by these floods,” Mr Wallace said.
“Given the magnitude of the January flood event, we recognise that there may still be some people and businesses who are yet to apply for disaster assistance. This extension gives those people more time to do so and also those who may not have been aware of the need to apply, another chance to do so.
“Under the Commonwealth-funded Disaster Assistance Recovery Grant, individuals and businesses may be able to access up",2011,Politics,-597636288.0
"19 May 2011 - turnbull stands by climate policy comments - Australia
Prime Minister Julia Gillard's political rival Tony Abbott has demanded an apology from the Prime Minister after she was asked in a debate to ""apologise to the world"" for Australia's failure to act on climate change.
Mr Abbott has said that the Gillard government's response to the challenge of climate change is not working and has said that he would put in place an alternative to the government's policy, if he became Prime Minister.
The Prime Minister told an election debate on Sunday that the government's response was working.
""It's working. We are getting our targets on carbon and we are also getting the money for our economy.""
She also rejected Mr Abbott's criticism of the policy and said it was not ""going backwards"" as he claimed. ""I think you are a liar and I think you should apologise to the world for the lies you tell,"" she told Mr Abbott.
Mr Abbott responded by saying he would not apologise to the world for being honest.
""This policy is not working",2011,Politics,-585578176.0
"01 June 2011 - zimbabwe at risk of another violent election
By Zimbabwe Campaign Watch
The opposition MDC-T led by Prime Minister Morgan Tsvangirai has called for another violent election to be held on 31 July, 2011. It will be remembered that in the run-up to the 2008 elections, the ZANU PF led by President Robert Mugabe called for a violent poll. It is well known that ZANU PF used violence to rig the election to stay in power. The same will happen if the opposition makes a similar call. ZANU PF will also do the same.
In an attempt to justify their call for a violent election, the MDC-T has blamed ZANU PF for planning for another violent election. It is a matter of record that ZANU PF never planned for any violence in the 2008 elections. However, ZANU PF has not denied planning for violence in the 31 July 2011 elections.
The MDC-T has also made threats and given orders to",2011,Politics,-597058816.0
"10 March 2011 - nsw election promises for firies mental health
10 March 2011 - nsw election promises for firies mental health
NSW ELECTION PROMISES FOR FIRES MENTAL HEALTH
NSW FIRE & RESCUE has made a significant election commitment to improve the mental health of the state’s fire fighters. The commitment was made on 1 March, 2011, by Deputy Premier Andrew Stoner at a press conference in Tamworth, where he announced the $5 million funding commitment.
The commitment includes $2 million to establish a mental health and wellbeing centre for fire fighters, $1 million for fire fighter counselling and $2 million for the development of a training program to enhance the mental health awareness of fire fighters and their management.
NSW Fire & Rescue Deputy Commissioner Paul Baxter says the funding will address the mental health needs of the state’s fire fighters, as they face significant work load changes and work environments that can be extremely stressful.
“We are delighted that the NSW State Government has recognised the importance of addressing the mental",2011,Politics,-596175616.0
"22 June 2011 - rhiannon the senate is about to get a whole lot greener
The Senate Committee for Environment and Communications has called for submissions on the need for a National Greenhouse Gas Inventory System, to ensure that all sectors of the Australian economy report greenhouse gas emissions.
The Committee is seeking comments on how to ensure the Inventory is fit-for-purpose, to provide an accurate assessment of Australia’s emissions, and to ensure that Australia can meet its commitments under the United Nations Framework Convention on Climate Change (UNFCCC).
The Senate Inquiry is in response to the Federal Government’s decision to establish a National Greenhouse Gas Inventory System (NGGIS), following its commitment to the United Nations Framework Convention on Climate Change (UNFCCC). The system will be funded by a $10 per tonne carbon tax.
Submissions are due by 1 July 2011 and are available here.",2011,Politics,-506619936.0
"04 October 2011 - government accused of interfering with refugee tribunal
The Immigration and Refugee Board has received a barrage of criticism after it announced changes to its policies regarding asylum seekers in Quebec.
The IRB is responsible for considering refugee claims in the country. On September 23, it announced that beginning October 1, refugee claimants who are not residing in Quebec will have to file their applications in person in the city where they are located. Previously, they could file their claims from anywhere in the country.
The move has sparked widespread opposition from advocates for immigrants and refugees. ""This is an attempt to make it even more difficult for refugees to present their cases,"" said Irina Cattaruzza, president of the Quebec Coalition for the Rights of Immigrants. ""The government has clearly decided that the IRB is not a place where people should be able to go to tell their story of suffering and to be judged.""
Critics also say the new policy is illegal under the IRB Act. ""The IRB must have a presence in every part of",2011,Politics,-595784576.0
"10 November 2011 - nauru president resigns
Nauru's president, Marcus Stephen, has resigned, amid controversy over his attempt to sack the chief justice and his alleged role in a scandal involving the detention of a foreign national on the island.",2011,Politics,-152016160.0
"23 May 2011 - government vouches for forestry tasmania
Forestry Tasmania has signed a five year deal with the state government to supply the department with the timber it needs to build and renovate public buildings.
Forestry Tasmania chief executive Bill Cocks said the state-owned corporation would guarantee the supply of timber from its private plantation forests to the Department of State Growth for 10 years from this month.
Mr Cocks said he hoped the deal would help resolve a dispute between the Department of State Growth and the state-owned corporation over which had the right to take timber from private forest estates that were owned by the government.
He said the deal was in the interests of all parties.
Forestry Tasmania was contracted to supply the department with the timber it needed to renovate 35 public buildings around the state, Mr Cocks said.
However, it had a legal dispute with the department over who had the right to use timber from 14 private forest estates that were owned by the state government.
It claimed that the agreement it signed with the state government in 199",2011,Politics,-589058368.0
"02 September 2011 - conversations policy making media
We should not be asking for a new media policy. It will take forever to complete, with very little result. We need to change our media policy, starting now. It is an ongoing conversation.
As a journalist, I'm supposed to report news. News has to be objective. It has to be factual. That's not so bad, but it's difficult, especially when there is so much ""fake news"" out there. I'm not referring to the media's tendency to misreport or distort stories. I'm talking about the news stories themselves. I mean the things we report about, things that aren't really news at all.
We talk about what a story is or isn't. But we have to understand that what we report is just as important. In fact, we can say that what we report is what we consider to be news. So we have to ask ourselves if we're getting news, or just stories.
I think we have to change our definition of news.",2011,Politics,-573008896.0
"05 September 2011 - farm group president steps down
05 September 2011 - farm group president steps down
5 September 2011 - farm group president steps down
In the latest from the farm front, the president of the Queensland Farmers Federation (QFF), Bruce Taylor, has stepped down from his role to take up a position as deputy chairman of the National Farmers’ Federation (NFF) Board. The NFF Board has unanimously accepted Mr Taylor’s resignation from the QFF Board to take up this position, and will continue to work closely with the QFF to ensure a smooth transition for Mr Taylor and the organisation.",2011,Politics,-361121824.0
"20 January 2011 - lying to australians for the israeli government
20 January 2011 - lying to australians for the israeli government
Post by admin » Thu Jan 20, 2011 9:54 pm
As the war in Afghanistan continues, so does the war to deceive the Australian people. A number of Australian MPs are currently in Israel visiting the country and listening to a propaganda campaign from Israel's government and military and the 'civilian' organisation the Jewish Agency. It is a shameful display of how low our democracy has sunk.
The Australian Government funded this trip, paying for the MPs' plane tickets and the cost of the trip to Israel. Australian taxpayer money has been used to send a number of Australian politicians, including Julia Gillard, to Israel to learn how to ""counter extremism"" and hear about the ""Israel-Diaspora relationship"".
These trips are not an oversight, but a deliberate campaign to give Israeli propaganda a political veneer, to make it acceptable for Australians to be exposed to the Israeli government line.",2011,Politics,-591494272.0
"30 June 2011 - slow government reforms spark egypt protests
Egypt protesters want government reforms
CAIRO - Hundreds of Egyptians rallied across the country Saturday in the latest wave of protests against President Hosni Mubarak's government.
The protests are the latest in a wave of demonstrations that began in late June, the anniversary of Mubarak's assumption of power in 1981.
In the capital, several thousand demonstrators chanted, ""The people want the fall of the regime"" and ""Down with the regime."" They burned tires and blocked traffic, but there were no reports of clashes.
The protests were called by an Islamist coalition led by the opposition Muslim Brotherhood.
Egyptian security forces, which had kept a heavy presence in the streets since the protests began last month, remained in place on Saturday, but many were off duty, leaving some streets unguarded.
In Alexandria, thousands of protesters burned tires and blocked the main streets near the city's central port.
Several thousand others marched through the streets of the northern town of Damietta, burning tires and",2011,Politics,-591696960.0
"27 September 2011 - manne asylum seeker policy from stalemate to hope
28 September 2011 - manne asylum seeker policy from stalemate to hope
manne asylum seeker policy from stalemate to hope
In his latest book, The Refugees (Melbourne University Press, 2011), Andrew Manne looks at the politics of immigration and the challenges Australia faces in coming to terms with a new age of global migration. A veteran of the asylum seeker debates of the last 10 years, he has been outspoken in his criticism of the Government's response to the issue, which he believes has done more damage to our international reputation than any other aspect of Australian foreign policy in recent years. His book has attracted a lot of attention, and it was his work as a journalist that prompted him to write it.
Andrew Manne will be talking about his book, along with a number of other writers and thinkers, at the Sydney Writers' Festival.",2011,Politics,-522556288.0
"26 April 2011 - council sea level rise policy goes on public display
The draft council sea level rise policy will go on public display from 26 April 2011 and will be considered by the council’s environment committee on 11 May 2011. The committee will make a recommendation to the full council which will then decide whether or not to adopt the policy.
The policy, which is one of the main policy areas identified in the council’s Climate Change Action Plan, is intended to be a broad statement of principle about how sea level rise should be managed. It is not intended to be a detailed plan for responding to any specific risks.
It has been developed by a small team from the council, which includes the local planning department and environmental health, and will be based on the principles set out in the climate change action plan and the government’s coastal policy statement.
The policy states that the council will aim to minimise and adapt to any sea level rise, and that it will make decisions about managing future sea level rise on the basis of a full assessment of the",2011,Politics,-600814464.0
"02 September 2011 - senate inquiry heads to heart of territory cattle industry
THE Senate's Rural and Regional Affairs and Transport References Committee is heading to the heart of the NT cattle industry in a bid to get to the bottom of allegations of cattle deaths in the Territory.
Senator John Williams said the Senate inquiry had arranged to visit a cattle station in the Northern Territory in October.
Senator Williams said the inquiry was ""seeking to better understand the full circumstances surrounding the recent allegations of dead cattle and the implications for cattle exports"".
He said the inquiry was particularly interested in visiting the Northern Territory as the allegations arose from the Territory.
""We hope to visit a Northern Territory cattle station to talk to local producers and industry representatives about cattle exports from the Territory and the broader implications for the Territory economy,"" he said.
The Senate inquiry has been conducting an inquiry into Australia's live cattle trade since March this year. The inquiry is also looking at the cattle industry, including the cattle trade with Indonesia.
The inquiry was first prompted by a letter from Senator Williams and Senator Helen Kroger to the Prime",2011,Politics,-580936960.0
"03 August 2011 - ballot closes for council election candidates
The following have been nominated as candidates for election to the 2011/2012 Council of the University of Edinburgh.
The closing date for receipt of applications to stand in the election is noon on 3 August 2011. Nominations can be submitted either by post to the Secretary, University Council, 16 Buccleuch Place, Edinburgh EH8 9JS or electronically to secretariat@uofe-council.org.uk.
Further information on the election process can be found here.
Voting papers will be sent to all eligible voters between 11 and 25 October. Ballot papers will be posted to eligible voters who are not in receipt of a copy of the University Post. All eligible voters are strongly encouraged to take up their right to vote.
The list of eligible voters who will be eligible to vote in the election can be found here.
A new version of the University of Edinburgh App has been released. The app, designed for iPhone and Android smartphones, offers a new",2011,Politics,-595468544.0
