Text,Year,Category,Log_Probability
"09 March 2021 - pain sufferers say limiting their access to opioids in cruelly misguided war on addiction
It is not the fault of patients and medical professionals for the opioid crisis
It is not the fault of patients and medical professionals for the opioid crisis that has ravaged families and communities across America. The war on addiction has done nothing but prolong and escalate the opioid crisis in the United States. In the face of this crisis, President Joe Biden’s administration is trying to address the problem. And yet, a bill recently passed by the US Senate could further worsen the crisis.
The Senate recently passed a bill, called the “Ending Federal Opioid Disaster Declaration” (EOFDD), which could undermine the nation’s ability to fight this deadly epidemic. The bill, introduced by Senators Joe Manchin (D-WV) and Shelley Moore Capito (R-WV), would eliminate the President’s emergency declaration that was issued in 2017 and which is currently in place.
The disaster declaration allowed federal agencies to use emergency powers to help fight the opioid crisis and to help",2021,Technology,-595044928.0
"18 April 2021 - gourmet grain: reaping returns of sourdough market expansion
gourmet grain is the first in a series of podcasts exploring the artisan sourdough market. The podcast features a number of the company’s founders and investors including former Google Chief Economist Hal Varian and former Google and Facebook product head Chris Cox. It also features a number of other sourdough producers and bakers.
The episode is hosted by The Information’s Jessica Lessin and features an interview with gourmet grain founders and investors, as well as other members of the sourdough market. The episode discusses the origins of the company, as well as how gourmet grain has been able to gain such a following. It also explores how the company has been able to make sourdoughs available in markets beyond the US, including in the UK and Europe.",2021,Technology,-467402048.0
"14 January 2021 - business failures still possible 2021 insolvency cliff covid 19 covid 19 financial help business recovery plan
The coronavirus pandemic is now well into its second year, which has brought with it many hardships. One of the most significant effects of the pandemic is the sharp increase in the number of business failures. A recent report from the Institute of Chartered Accountants has revealed that the number of companies entering insolvency has increased by 36% in 2020 compared to the previous year.
Despite this, the insolvency rate remains well below the levels seen in 2009 and 2010. This is largely due to the government’s business rescue plan, which has provided much-needed financial help to businesses during the pandemic. The plan includes grants, loan guarantees, and other support measures to help businesses stay afloat and weather the economic downturn.
In addition to the government’s support measures, there are a number of things that businesses can do to improve their chances of survival during the pandemic. One of the most important things is to create a solid business recovery plan.",2021,Technology,-657655424.0
"03 February 2021 - russian opposition leader jailed for three and a half years
02 February 2021 - 14 killed in shelling of residential building in central syria
02 February 2021 - 6 dead, 9 injured in central iraq suicide bombing
02 February 2021 - 16 dead in algerian army helicopter crash
01 February 2021 - 14 dead, dozens injured in clashes between protesters and police in algeria
31 January 2021 - 14 dead in northwestern syria suicide bombing
31 January 2021 - iranian forces fire missiles at saudi arabia
31 January 2021 - 15 dead in car bomb attack in iraq's mosul
31 January 2021 - iran sentences 16 to death for killing 43 protesters
30 January 2021 - 15 dead, 10 injured in iran protests",2021,Technology,-532363680.0
"18 March 2021 - raising the bar for business reporting
CFO’s have the unique opportunity to demonstrate their contribution to the success of their organisation, says Michael Ebert, Director: Product Management and Business Intelligence at TGL Group.
This year’s Business Day CFO Survey has demonstrated that CFO’s have a more strategic role in the organisation. In this context, we also see a focus on the importance of good corporate governance and on ESG reporting. The CFO’s have a critical role to play in ensuring this happens.
“ESG (environmental, social and governance) is a term that has become increasingly prominent in corporate communications and public relations. It is a measure of how an organisation treats its employees, how it treats the environment, its sustainability goals and how it conducts its corporate governance. ESG reporting is a measure of how well a company is doing in these areas and how it compares to its competitors. It is a measurement of how a company operates and how it compares to its industry peers. As a result, ESG reporting",2021,Technology,-580202816.0
"01 June 2021 - the scars remain for those left behind after 11 years of brutal conflict.
Since 2011, more than 13,000 people have been killed and over 5 million others displaced, in Libya. The violence, abuse, and trauma has left a profound impact on the people who are still trying to rebuild their lives.
With support from the Canadian government and our partners, IRC Libya has continued to support the most vulnerable Libyans by helping to identify, locate, and reunite 3,000 families who had been separated due to the war. They were able to do this with the help of Libyans, refugees, and displaced persons who helped provide information.
In this video, we share the stories of four of these families who were reunited thanks to IRC’s work, including two families who were separated since the start of the Libyan revolution in 2011.
Watch the stories of family reunification below.
The IRC’s work in Libya
The IRC is working to help those who have been displaced from their homes, to ensure they have",2021,Technology,-600339456.0
"28 February 2021 - swarmfarm agricultural robots queensland
SwarmFarm: Agricultural Robots for a Sustainable Future
SwarmFarm: Agricultural Robots for a Sustainable Future
SwarmFarm is a Queensland-based robotics startup that aims to use agricultural robots to automate farming processes and reduce the reliance on human labor. The company’s vision is to create a sustainable future for agriculture by utilizing robots that can perform tasks more efficiently and effectively than humans.
SwarmFarm was founded in 2017 by two researchers from The University of Queensland who were passionate about the potential of robotics in agriculture. The company’s founders, Dr. Peter Corke and Dr. Kostas Alexis, have decades of experience in robotics and have developed a team of robotics experts to help bring their vision to life.
The first product that SwarmFarm has developed is a robot that can be used to plant, weed, and harvest crops. The robot uses sensors to detect weeds and can apply herbicides to them automatically. It can also harvest crops, such as cucumbers, using a precision cutting",2021,Technology,-640504512.0
"04 February 2021 - health screening introduced at sydney airport for melb arrivals
New screening measures will be introduced at Sydney Airport for all international arrivals from Melbourne from Monday 8 February. The changes are being introduced as part of the NSW Government’s COVID-19 testing requirements for arrivals from Victoria.
All international arrivals from Victoria will need to complete a NSW Health approved travel declaration form, a COVID-19 test, and undergo a thermal screening as part of the new measures.
The measures were announced on Saturday 30 January by NSW Health and include the requirement for all international arrivals from Victoria to complete a NSW Health approved travel declaration form before arriving in NSW.
They must also have a COVID-19 test conducted within 72 hours of arrival, and must undertake a thermal screening on arrival at Sydney Airport.
NSW Health Chief Health Officer Dr Kerry Chant said all international arrivals from Victoria must have a NSW Health approved travel declaration form completed within 72 hours of arriving in NSW, and they must undertake a thermal screening on arrival at Sydney Airport.
“Under these new measures, people arriving",2021,Technology,-613161920.0
"24 December 2021 - booster shots to be made available after 4 months.
2 October 2021 - The Government has published the latest COVID-19 guidance for primary and secondary schools, including a plan for schools to reopen after half term.
5 September 2021 - Guidance on face coverings has been updated. Updated guidance is now available on wearing face coverings in settings, including face coverings for pupils in year 7 and above and face coverings for children and staff in primary schools.
22 July 2021 - The Government has announced that the remaining Covid restrictions will be lifted on 19 July 2021. This includes the rule of six and the requirement to work from home.
19 May 2021 - The Government has confirmed that the Covid-19 restrictions will be lifted on 21 June 2021.
19 May 2021 - The Government has updated its guidance on face coverings. From 17 May 2021, wearing face coverings in most public indoor settings will be a legal requirement.
18 May 2021 - Face",2021,Technology,-616653184.0
"28 January 2021 - cairns police say debris found in search for fisherman fnq
Cairns police say debris found in search for fisherman
The Cairns Police Service has located debris in the search for missing fisherman Scott Fearnley.
Police divers and a helicopter were searching for Mr Fearnley on Monday, after he failed to return to his boat from a fishing trip last Thursday night.
The police service said it had found a dinghy and personal effects believed to be from Mr Fearnley's boat on Monday.
However, the search was suspended overnight and will resume at 7am today.
Police are still appealing for information and anyone who saw Mr Fearnley or his boat near Lake Eacham last Thursday night should contact police on 131 444.
Cairns Police Service",2021,Technology,-456303712.0
"10 March 2021 - palace issues statement expressing concern over claims of human rights violations against Myanmar military
Myanmar: UN human rights chief says the military must refrain from any form of violence against protesters and civilians
The UN human rights chief, Michelle Bachelet, strongly condemned the violence in Myanmar which she said has been “extremely worrying” and has led to the loss of at least 11 lives and injured hundreds of others, including children.
In a statement issued by her office in Geneva, the UN High Commissioner for Human Rights said “violence against civilians and arbitrary arrests and detentions of journalists and other members of the public must stop immediately” and urged the military to ensure the “complete protection” of civilians and their right to peaceful protest.
“I have asked the Office of the High Commissioner to continue to closely monitor the situation and to report back on the human rights violations and abuses taking place on the ground,” she added.
The military seized power on Monday following the ouster of the civilian government led by Aung San Suu Kyi. The",2021,Technology,-602643456.0
"08 June 2021 - mice eating the grain from sorghum plants in a field at sunrise
Sorghum is a crop that is native to Africa and has since spread throughout the world. Sorghum is used for human food, but it is also an important crop for livestock. It is one of the best sources of dietary fiber, and it contains proteins and minerals that can be beneficial to livestock. Sorghum can be used as a forage for cattle and other animals, but it can also be used as a feed supplement for horses and other animals. Sorghum is a great crop for animals because it is a good source of fiber, but it is also a good source of minerals and proteins that can be beneficial to animals.",2021,Technology,-444989632.0
"02 April 2021 - craig ayers has been waiting for a hip replacement for about five years. he's 62 years old, and his back and legs hurt almost all the time. he says the hip replacement was scheduled months ago, but covid-19 pushed the surgery to the back burner.
The Covid-19 Pandemic Has Left Millions of Older Americans Without Crucial Medical Care
by Laura Ungar, 2 April 2021
02 April 2021 - craig ayers has been waiting for a hip replacement for about five years. he's 62 years old, and his back and legs hurt almost all the time. he says the hip replacement was scheduled months ago, but covid-19 pushed the surgery to the back burner.
It's been five months since covid-19 shut down much of America's health care system, and 2 million Americans over the age of 65 still haven't had their regular doctor visits, according to a Kaiser Family Foundation survey.
Millions of Americans, including seniors, have been waiting for decades for catar",2021,Technology,-632855296.0
"21 January 2021 - maitland pool death community supports family 13yo girl
Maitland pool death: Community supports family, 13yo girl
UPDATE, 1.15PM, SATURDAY: 13-year-old girl has been named as Charlotte Clegg by the family.
The young girl who died at Maitland Pool on Thursday evening has been named as Charlotte Clegg by her family.
A GoFundMe page for Charlotte has raised more than $25,000 so far.
Police confirmed Charlotte was swimming with her family at the time of the incident.
The investigation into the incident is ongoing.
The Maitland community has rallied together to support a 13-year-old girl who died at the Maitland pool on Thursday night.
The girl was swimming with her family when she was taken to the Royal North Shore Hospital, where she was pronounced dead shortly after 7.30pm.
She was transported to the Maitland Pool after the incident.
The girl's family has set up a GoFundMe page to raise funds to cover the funeral",2021,Technology,-616017920.0
"03 March 2021 - response historical rape allegation against minister different to that of victim
The Attorney General has now issued an interim response to the rape allegations made by Ms Lucy McHugh in relation to Minister for Justice, Dominic Raab MP. It is clear from the response that Dominic Raab was the subject of an allegation, however, it does not appear that Ms McHugh was the subject of a police investigation.
The interim response provides an insight into the steps that were taken in relation to Ms McHugh’s rape allegations, however, it does not provide an insight into the steps taken in relation to Dominic Raab. This is due to the fact that Ms McHugh’s allegations were not made against Dominic Raab. Dominic Raab was not the subject of an investigation.
In response to Ms McHugh’s allegation, police visited her address, spoke to her about the allegation and offered to take a statement. However, Ms McHugh did not want to provide a statement at that time and she chose not to cooperate further with the police investigation. Therefore, the",2021,Technology,-599408320.0
"15 January 2021 - canberra man facing court child sex offences after kambah raid
15 January 2021 - canberra man facing court child sex offences after kambah raid
CANBERRA MAN facing court child sex offences after Kambah raid
A MAN from Canberra faces court this week on child sex offences after police raids at Kambah.
Two men and two women, including a 19-year-old woman from Sydney, were arrested on Thursday after police from the Australian Federal Police Child Protection Command (CPC) and the Australian Crime Commission's (ACC) National Anti-Money Laundering Team executed three search warrants in the ACT.
The arrests follow a national operation to target child sexual abuse material (CSAM).
One man was arrested on charges of possession of child exploitation material (CEM) and another was charged with possession of CEM and child sex offences, following the execution of search warrants at a Kambah house on Thursday, 14 January 2021.
A 19-year-old woman from Sydney was also charged with CEM, after officers attended a property",2021,Technology,-605878784.0
"22 August 2021 - growing pains: push to open new industrial hemp market in New Zealand
The New Zealand Government has taken a tentative step towards the legalisation of hemp-based products after the Prime Minister, Jacinda Ardern, announced that it would allow the import of industrial hemp into New Zealand.
The announcement followed a public consultation on hemp, in which the Government received 1,500 submissions. According to Ardern, the consultation demonstrated “a desire for the domestic production of hemp for industry, in addition to medicinal and recreational uses”.
This is welcome news to those in New Zealand who have long been pushing for the liberalisation of the country’s restrictive cannabis laws, which, while having largely decriminalised possession of small amounts of cannabis, have prevented New Zealanders from being able to take advantage of the medicinal and industrial benefits of the plant.
While it is unclear what form this liberalisation will take, the decision to allow the import of industrial hemp into the country is a positive step, as it signals that the Government is moving towards a more open and accepting attitude",2021,Technology,-601930880.0
"22 October 2021 - china says no interference allowed after joe biden taiwan visit
U.S. President Joe Biden on Saturday vowed to help Taiwan defend itself against attacks from mainland China, the most explicit U.S. commitment yet to the self-ruled island it has no official ties with.
His comments came as the two sides traded barbs over Taiwan and China's claim that the United States was ""encroaching"" on its territory with the aircraft carrier USS Nimitz and other U.S. military assets. China has long objected to U.S. support for Taiwan.
In a speech in the port of Wilmington, Delaware, Biden reiterated that Washington has no intention of changing the status quo on the island, but said he had asked Secretary of State Antony Blinken to ""reaffirm our strong support for Taiwan.""
""Our commitment to a free and independent Taiwan is rock solid. Our solidarity with Taiwan is rock solid,"" Biden said. ""Any attack on Taiwan will be met with a swift, forceful and united response from the United States and from our allies and partners",2021,Technology,-614042112.0
"08 April 2021 - eu commission president surprised after being left without chair as leaders agree to extend summit
EU Commission President Ursula von der Leyen said she was surprised when her meeting with leaders to discuss the EU's post-COVID recovery programme ran late and the summit chair left her waiting for more than two hours.
Mr Ursula von der Leyen said she had a discussion with the President of the European Council, Charles Michel, and asked him to leave the room so that the commission president could take the chair.
She added: “This is not what is expected when we have a summit.”
The summit, which ran into the night, eventually agreed on a new recovery plan.
However, it was announced the summit would not end until 4am in the morning, which led to criticism of the EU’s handling of the summit.
German Chancellor Angela Merkel, who chaired the session, was criticised for her handling of the summit, after Mr Michel left without saying he was leaving, and Ms von der Leyen was forced to take over.
French President Emmanuel Macron had",2021,Technology,-584496512.0
"24 February 2021 - former cairns childcare centre director sentenced minibus death
A Cairns childcare centre director has been jailed for manslaughter after the tragic death of two children in his care.
The two children died in December 2016 after the minibus they were travelling in crashed into a tree on the Bruce Highway.
A 14-month-old boy and a seven-year-old girl were passengers in the minibus that was being driven by a Cairns childcare centre director.
The crash killed the two children and injured another three.
At Cairns Magistrates Court today, David John Fothergill pleaded guilty to manslaughter.
The Cairns childcare centre director was sentenced to seven years imprisonment.
The driver, who was not involved in the court hearing, is yet to face a court hearing for his part in the crash.
The court heard the driver, who was not the director of the childcare centre, suffered a cardiac arrest when the minibus crashed.
His life was saved by the driver of the second minibus.
He is yet to face a court hearing.",2021,Technology,-590003968.0
"19 April 2021 - age wont slow maisie enders farm sustainability work
Sustainability Farm Work with Maisie Enderby
Maisie Enderby runs a regenerative small farm in the Yarra Valley, in Melbourne, Australia. Her story is a really inspiring example of the benefits of regenerative farming and food systems.
Maisie is in her mid 20s and has lived most of her life in the Yarra Valley, and has worked on the family farm since she was 14. She has a BA in History and Art History from Monash University.
Maisie's story is really interesting. At 13 she went off to study in England for 2 years. While she was away she realised she needed to be able to work for herself and support herself as an adult, which is why she returned to study History and Art History at university. As part of this course she also had to take subjects that covered sustainability and agriculture, which was when she first heard of Regenerative Agriculture and got really into it. The course was only at the beginning",2021,Technology,-590062208.0
"17 September 2021 - australia agrees on increased us air deployments in australia
17 September 2021 - australia agrees on increased us air deployments in australia
Australia has reached an agreement with the US to increase its air deployments to Australia from 2022, to include a second squadron of F-35 Joint Strike Fighters, in response to the increased strategic threat from China.
The agreement has also included an Australian squadron of F-35s to operate in the US, along with increased US Navy and Air Force deployments to Australia.
The agreement was announced by US Secretary of Defence, Lloyd Austin, in Washington on Wednesday, as he concluded his first official visit to Australia as US Secretary of Defence.
The Secretary of Defence stated that, “the agreement will ensure our two nations can operate together to meet regional challenges while strengthening the security relationship between the United States and Australia”.
US Air Force Chief of Staff, General Charles Q Brown, also joined Secretary of Defence Austin for the announcement.
The agreement will see a US Air Force F-35A squadron, which is currently stationed in South",2021,Technology,-596881920.0
"06 December 2021 - unvaccinated patients on qld transplant waiting list will be required to quarantine if transplant is to proceed
A patient will need to quarantine for two weeks in Brisbane or the Gold Coast prior to the transplant procedure if it is to proceed. Picture: PEXELS
Unvaccinated patients on the Queensland transplant waiting list will be required to quarantine in Brisbane or the Gold Coast before their transplant operation can proceed, the state's top doctor has revealed.
The directive was issued by Queensland's chief health officer Dr Jeannette Young, who was responding to questions about whether she was satisfied unvaccinated transplant patients would have adequate access to care.
Queensland Health announced earlier this week it would only provide transplants to fully vaccinated people.
But the issue was raised at Thursday's public health forum, which was attended by Dr Young.
Dr Young said some transplants require hospital stays that can last up to a month.
She said the state's health system could not guarantee care for a patient if they were not vaccinated, so it would be necessary",2021,Technology,-602451712.0
"23 January 2021 - hong kong locked down to contain covid 19 surge, chinese authorities say
23 January 2021 - hong kong locked down to contain covid 19 surge, chinese authorities say
Hong Kong on Thursday locked down parts of the city to contain a fresh surge in coronavirus cases with Chinese authorities saying that the region's worst outbreak since the pandemic began was likely to spread to the rest of the country.
Hong Kong has confirmed 1,000 new cases since the beginning of the year and the city has been locked down in a bid to contain the spread of the highly transmissible variant of the virus first detected in Britain.
China, however, reported no new locally transmitted cases of the coronavirus in the mainland on Wednesday, for a total of 5,228.
The last confirmed case in the country was on Jan. 18, with most of the 82,000 cases since the start of the pandemic coming from overseas.
""We believe that the virus has already spread out of Hong Kong and that there will be more cases in the coming days,""",2021,Technology,-615704256.0
"22 June 2021 - health experts raise concerns over olympic crowds
With a little more than two weeks to go until the Tokyo 2020 Olympics officially open, medical experts are raising concerns over crowds. It comes after 20 countries, including Australia and New Zealand, were added to the UK's red list.
With a little more than two weeks to go until the Tokyo 2020 Olympics officially open, medical experts are raising concerns over crowds. It comes after 20 countries, including Australia and New Zealand, were added to the UK's red list.
The BBC is reporting the number of people attending the Olympics will be restricted in a bid to curb the spread of coronavirus. It's expected up to 11,000 people will be able to attend the Games at any one time, rather than the 15,000 allowed at the opening ceremony in 2020.
The UK government has also urged people not to travel to Japan for the Games and for those who have to travel to take a PCR test three days before leaving and then self-isolate until after",2021,Technology,-627474944.0
"20 March 2021 - retiring judge graham hiley nt youth bail laws need urgent reform
In his last article, Professor Graeme Hiley of the Centre for Social Impact (CSI) at UNSW Sydney, highlights the shortcomings of the Youth Bail Act (NT) and calls on the NT Government to introduce urgent reform of the NT’s bail laws.
“While bail is a key right under the Australian Constitution, the current state of the law in the Northern Territory leaves me seriously concerned for the safety of young people, as well as the state of our legal system,” writes Professor Hiley.
The article is available online here: https://www.csi.unsw.edu.au/csi-researcher/what-need-urgent-reform-nt-youth-bail-laws",2021,Technology,-428372512.0
"29 December 2021 - hong kong police raid pro democracy media outlet rfa
Hong Kong Police Raid RFA in Media Freedom Crackdown
RFA was raided by Hong Kong police on Thursday in the latest blow to press freedom in the city. The Hong Kong Free Press reported that police searched offices in Causeway Bay and raided its radio stations in both Hong Kong and Macau, seizing equipment, including computers and storage devices, along with the bank account numbers of its employees. The raids are in relation to an ongoing investigation into an August 2020 report about a meeting between an official at the National Security Bureau and an RFA reporter. The bureau is the agency responsible for enforcing the city's national security law. RFA is a member of the International Press Institute, of which CPJ is a member. ""The Hong Kong authorities continue to trample on the fundamental rights of journalists to report and inform the public in a free and independent manner,"" IPI director of programmes Barbara Trionfi said. ""This latest raid of the Hong Kong Free Press' offices",2021,Technology,-592082496.0
"21 February 2021 - eddie mcguire caught crosshairs global reckoning racism sport
Crosshairs: Global Reckoning with Racism
In an age where athletes and entertainers, and even the president, are vocal in their opinions on the pressing issues of our time, this week's Crosshairs looks at how racism has been confronted by sports. In the past, sport has served as a powerful vehicle to spread hatred and racism. Now, as it has become a forum for positive change, it continues to lead the charge in the fight against racial injustice.
The 2020 Summer Olympics, which were postponed until the summer of 2021 due to the coronavirus pandemic, was originally set to open in Tokyo on July 24, 2020. But a month later, on August 3, 2020, the games were postponed for one year. This was due to the ongoing coronavirus pandemic, as well as the need to ensure the safety of all athletes and participants. The opening ceremony was originally scheduled to be held on July 24, 202",2021,Technology,-614297728.0
"16 November 2021 - police launch massive search looking for boys remains found in bush
POLICE have launched a massive search looking for the remains of a two boys after they were allegedly murdered by their grandmother.
The remains of the two boys, aged two and five, were found in bushland in Melbourne's north on Friday night.
A search is underway looking for a third boy, who may still be alive.
A man and a woman have been arrested and are assisting police with their inquiries.
Police said they would not be released and would not face court.
Police have not released the names of the two boys who are believed to have been killed, saying they are still trying to identify them.
Detective Superintendent Richard Linn said police were searching for a third boy who may still be alive.
""There are two boys, we believe they have been killed. We are looking for the third one,"" he told reporters on Sunday.
""That's where we are at at this stage.""
Police said the boys were found in bushland near Heidelberg, about 14km north of",2021,Technology,-597152384.0
