Date,Headline,Category
20211029,how encrypted chats created a black market for,Economy
20211101,property market still rising but at a slower pace;,Economy
20211110,what is the clean energy finance corporation will,Economy
20211111,the economy is back on the governments agenda,Economy
20211115,how a surge in immigration could boost the economy,Economy
20211201,australias economy posts its third biggest fall on,Economy
20211201,bureau of statistics says australia's gdp shrinks,Economy
20211201,economist diana mousina expected gdp figures to be even weaker,Economy
20211202,australias economy recovery has been better than,Economy
20211203,wa finance ministers opens up about his daughters,Economy
20211208,government looks to regulate crypto markets and digital wallets,Economy
20211216,as the economy starts to bounce back; unemployment,Economy
20211219,covid variants brings volatility to global markets,Economy
20211220,global housing markets surge at a historic pace,Economy
20211221,omicron causes falls in the us but local market,Economy
20211223,global markets rose and the local sharemarket,Economy
20211231,australia's finance sector leads employment boom,Economy
