Text,Prob_2013,Prob_2023,Difference
"In 2013, The 17-member eurozone has increased efforts to rein in public debt. Many member countries have failed to meet deficit targets. European statisticians said France and Spain posted alarming figures for last year. The deficit in the EU’s fourth largest economy reached 4.5% of gross domestic product. In Spain the deficit was 6.4% of GDP. That’s the highest deficit since 2009. EU statistics show Greece, Portugal and Ireland also breached deficit limits. The Eurozone’s debt to GDP ratio is the highest ever in the bloc’s history.
According to official figures, Greece’s public debt was 172% of GDP in 2013, compared to 177% the previous year. This is the 9th consecutive year of high public debt. The country is due to meet the EU’s budget deficit target of 3% of GDP in 2014. However, it is struggling to control the situation.",-528482304.0,-532676608.0,4194304.0
"In 2013, summarize: Auckland housing boom warning - Business News - NZ Herald Menu Search Subscribe Sign In Home Latest news Video New Zealand Sport World Business Entertainment Podcasts & audio Quizzes Opinion Lifestyle Travel Viva Weather forecasts Search Subscriptions Herald Premium Viva Premium The Listener BusinessDesk Sections Latest news New Zealand All New Zealand Crime Politics Education Open Justice Scam Update World All World Australia Asia UK United States Middle East Europe Pacific Islands Sport All Sport Cricket Football Netball Racing Rugby League Rugby Union Hockey Netball Soccer Volleyball Other Sports Opinion Lifestyle Travel Viva Entertainment BusinessDesk Audio & video Podcasts & audio Quizzes Weather forecasts Opinion Travel Viva Lifestyle Entertainment BusinessDesk Audio & video Podcasts & audio Quizzes Business Auckland housing boom warning By: Michael Neilson, Business Editor Monday 10 Feb 2014, 6:01am A $100,000 increase in Auckland property prices since the beginning of 2013 has been blamed on foreign buyers, while the council has called for a halt to the ""out-of-control"" market. The latest figures from the Real Estate Institute show the median Auckland home price rose by 5.4 per cent to $490,000 in January. But the figure is up 17.5 per cent from the beginning of 2013. Auckland Mayor Len Brown has warned of a property bubble and called on the Government to help deal with it, saying the current lack of """,-750780416.0,-750780416.0,0.0
"In 2013, Police arrest 50-year-old San Jose woman for putting poisoned orange juice in Starbucks refrigerator. Police: Woman allegedly poisoned two bottles of orange juice and slipped them into a refrigerator. A 50-year-old woman is in police custody after she allegedly tried to poison orange juice at a San Jose Starbucks on Thursday. Read more…
In 2014, Police arrest 56-year-old woman for putting poisoned orange juice in Starbucks refrigerator. Police arrest woman in San Jose Starbucks orange juice poisoning
Police arrest woman in San Jose Starbucks orange juice poisoning
Police say 56-year-old San Jose woman is accused of putting poisoned orange juice in refrigerator. Read more…
In 2015, 55-year-old woman admits to putting poisoned orange juice in Starbucks refrigerator. Woman admits to putting poison in Starbucks orange juice
Woman admits to putting poison in Starbucks orange juice
Police say woman wanted to see if anyone would drink the juice. Read more…
In 2016, Police arrest 57-year-old San Jose woman for putting poisoned orange juice in Starbucks refrigerator. Police arrest woman in San Jose Starbucks orange juice poisoning
Police arrest woman in San Jose Starbucks orange juice poisoning
Police say 57-year",-666894336.0,-671088640.0,4194304.0
"In 2013, summarize: thebahamasweekly.com -  GB Minister seeks support for Industrial Seminar. Search All Categories Valentines Events & Promotions News. GB Minister seeks support for Industrial Seminar. 11 Feb 2014, 10:00 am | Read more...
In 2013, summarize: thebahamasweekly.com -  GB Minister seeks support for Industrial Seminar. Search All Categories Valentines Events & Promotions News. GB Minister seeks support for Industrial Seminar. 11 Feb 2014, 10:00 am | Read more...
In 2013, summarize: thebahamasweekly.com -  GB Minister seeks support for Industrial Seminar. Search All Categories Valentines Events & Promotions News. GB Minister seeks support for Industrial Seminar. 11 Feb 2014, 10:00 am | Read more...
In 2013, summarize: thebahamasweekly.com -  GB Minister seeks support for Industrial Seminar. Search All Categories Valentines Events & Promotions News. GB Minister seeks support for Industrial Seminar. 11 Feb 2014, 10:00 am | Read more...
In 2013,",-704643072.0,-704643072.0,0.0
"In 2013, Presidency Universityâs Baker Laboratory vandalized in Kolkata. The vandalized lab was part of the school's chemistry and physics department. This crime was followed by the theft of various equipments and furniture from the lab. Students from Presidency University's Chemistry and Physics Department along with other staffs filed a complaint at the Chitpur police station.
The stolen equipment from the lab includes a number of test tubes, beakers, glass containers and chemicals. These equipments are all of great importance to students. This incident has had a huge impact on the students as well as teachers. This is not only an issue for the university but also for the students.
According to a report by The Telegraph, the police are yet to recover the stolen equipment from the lab. In the meanwhile, the students are facing a lot of trouble due to this loss. Not only the loss of these equipments but also the financial loss of around Rs 2 lakh to the university has led to a lot of issues for students and teachers.
The issue has led to protests by students of the Chemistry and Physics Department. They have even sent a letter to the vice chancellor of Presidency",-616562688.0,-620756992.0,4194304.0
"In 2013, summarize: Our car industry doomed says former Ford boss | PerthNow The West Australian Perth Now ‌ Click to open navigation ‌ News Chevron Down Icon Breaking News Western Australia National World Technology Opinion Weather Sport Chevron down Icon AFL Paralympics Cricket Soccer Basketball Tennis NRL Rugby Motor Racing MMA Golf Netball Cycling Entertainment Chevron Down icon Confidential Movies Best Short Film Television Music Reviews Books Competitions Home Chevron down icon Lifestyle Chevron down icon Property & Homes Real Estate The Market Property Guides Home & Garden Health & Beauty Family & Kids Fashion & Style Travel Chevron down icon Travel Travel Destinations Accommodation Travel Offers & Packages Chevron down icon Food & Drink Restaurants Food & Drink Specials Recipe Chef's Pick Chevron down icon Money & Investing Chevron down icon Money & Investing Loans Credit Cards Superannuation Credit Cards Retirement Savings Budgeting Insurance Savings Interest Rates Cheatsheet Chevron down icon Finance & Careers Chevron down icon Finance & Careers Jobs Advice & Careers Career Advice CV and Cover Letter Skills & Aptitude Recruitment Careers Directory Chevron down icon Property & Homes Real Estate The Market Property Guides Home & Garden Health & Beauty Family & Kids Fashion & Style Travel Chevron down icon Travel Travel Destinations Accommodation Travel Offers & Packages Chevron down icon Food & Drink Restaurants Food & Drink Specials Recipe Chef's Pick Chevron down icon Money & Investing Chevron down icon Money & Investing Loans Credit Cards Superannuation Credit Cards Retirement Savings Budgeting Insurance Savings Interest",-742391808.0,-742391808.0,0.0
"In 2013, summarize: Hungry Gujarat to feed Maharashtra cattle for free. India News - Times of India Edition IN IN US Sign In TOI india Saving Our Stripes Times Evoke Maharashtra Delhi Karnataka Tamil Nadu Telangana Uttar Pradesh West Bengal Gujarat Madhya Pradesh Bihar Chandigarh Rajasthan Arunachal Pradesh andhra Pradesh. Gujarat and Maharashtra: The 2 states which have done very well. Gujarat and Maharashtra have done well, but there are two states that have not yet managed to implement GST as well as expected. 24 Jan 2019, 10:39PM IST | Source: Business Standard Gujarat and Maharashtra, both have not fully implemented GST as they face certain issues. Gujarat and Maharashtra, both have not fully implemented GST as they face certain issues. However, if the revenue losses for both the states are to be added up, the loss of revenue for these states is likely to be around Rs 1,600 crore a year. The state government had estimated Rs 8,500 crore in additional revenue as a result of the introduction of GST.
But the impact of GST has not been that good. Gujarat and Maharashtra, both have not fully implemented GST as they face certain issues. But the impact of GST has not been that good. Gujarat and Maharashtra, both have not fully implemented GST as they face",-692060160.0,-700448768.0,8388608.0
"In 2013, UN Armenia Office marks French Language Day. Students, schoolchildren, authorities and journalists learn more about use of the French Language at the UN. The goal of the event is to promote use of French. The event was organized by the Institute of Literature and Languages and with support from the Embassy of France in Armenia.
During the event, 10 best French language learners in Armenia were presented. They were awarded by the Institute of Literature and Languages and the UN in Armenia.",-264241152.0,-265289728.0,1048576.0
"In 2013, Bangkok Post is the world’s window on Thailand. Bangkok Post is owned by CIMA Group, which also owns The Wall Street Journal, The New York Times, The Washington Post, and The Guardian. We are a daily English-language newspaper with a print circulation of more than 140,000 copies and over 1 million readers.",-196083712.0,-199229440.0,3145728.0
"In 2013, The Jakarta Post is now on mobile. Please update your browser. A list of the most popular web browsers can be found below. Just click on the icons to get to the download page.",-121634816.0,-123207680.0,1572864.0
"In 2013, Summarize: Man, 91, gets 3-yr jail for bank fraud. Chennai News - Times of India Edition. In IN US Sign In TOI City chennai mumbai delhi bengaluru Hyderabad. Chennai News - Times of India Edition. Chennai News - Times of India Edition. In 2013, Summarize: Man, 91, gets 3-yr jail for bank fraud.
Man, 91, gets 3-yr jail for bank fraud.
Chennai News - Times of India Edition.",-312475648.0,-314572800.0,2097152.0
"In 2013, summarize: UN chief Ban: Korea crisis could become 'uncontrollable' - BBC News BBC Homepage Skip to content Accessibility Help Your account Home News Sport Earth Reel Worklife Travel More menu More menu Search BBC Home News. News News Politics Elections Sport Business Business Coronavirus. BBC News. The BBC is not responsible for the content of external internet sites. Skip to navigation Skip to related topics Skip to site index. UN chief Ban Ki-moon has urged North Korea to show restraint and refrain from escalating the situation, as tensions escalate over Pyongyang's nuclear programme. In an address to the UN Security Council on Monday, Mr Ban said that ""a nuclear war could very well be a war to end all wars"". ""Let us not forget that the Korean peninsula is still one of the most heavily armed and volatile regions in the world,"" he said. ""Let us also not forget that a nuclear war could very well be a war to end all wars. ""A nuclear weapon is not a political tool, it is a weapon of mass destruction and should never be used for any reason,"" he said. ""But I cannot ignore the growing sense of anxiety among the international community."" The UN Security Council is expected to discuss the situation in North",-666894336.0,-671088640.0,4194304.0
"In 2013, Japan's transport minister said Friday the government will allow Japanese airlines to resume flying grounded Boeing 787s once they complete installation of systems to reduce fire risk in problematic lithium ion batteries. Japan's transport minister, Akihiro Ohta, made the statement in Tokyo.
In an emergency statement released Thursday, Japan Airlines Co. said its flight attendant union has approved a three-day strike beginning May 21, in an escalating row over working conditions.
JAL's union and management are locked in a dispute over whether the carrier will provide 24-hour staffing for its international routes.
Tokyo's Haneda Airport opened a new terminal on April 1.
The move comes amid growing competition from Tokyo's Narita Airport, the world's second busiest, which opened a fourth terminal last summer.
The Tokyo Metropolitan Government has approved a 5,000-4,000 yen fee for international flights operating out of Haneda Airport's new terminal.
The fee will take effect from the end of May, but airlines have until the end of March to adjust their flight schedules.
Airlines have already expressed concern about the new fee, and say the cost will be passed onto passengers.
Asiana Airlines is",-645922816.0,-650117120.0,4194304.0
"In 2013, summarize: Malaysians in UAE cast votes in absentia for first time. Society – Gulf News Menu Menu Society Going out Travel Lifestyle Cinema Listings Subscribe now Digital subscription Print+Digital (Bundle) ePaper Logout Go Digital. The 2020-21 UEFA Champions League is being played with 32 teams competing for the top prize, the Champions League Trophy, and a place in the group stage of next season's UEFA Champions League. The voting took place at the Embassy of Malaysia in Dubai on 12 June. The election took place at the Embassy of Malaysia in Dubai on 15 June. 14 votes, 08/11/2019. Voting has been completed. As for the 2019 edition, there were 5,000 Malaysian expats registered to vote in the 14th general election. The Embassy of Malaysia in the UAE has invited all Malaysian expatriates living in Dubai and the Northern Emirates to vote in the 14th General Election (GE14) in their constituency at the embassy on 15 June. 2019 General Elections 14th GE : The 14th Malaysian General Election was held on 9 May 2019. The Election Department will issue a ballot paper,",-662700032.0,-662700032.0,0.0
"In 2013, Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues
Video player was slow to load content
Video content never loaded
Ad froze or did not finish loading
Video content did not start after ad
Audio on ad was too loud
Video content did not load
The video player is not loading any videos, but is showing the pre-roll ad.
How can I remove pre-roll ads?
The video is loading but there is no sound.
The video is not loading in Chrome.
What is the minimum system requirement for the Video Player?
The Video Player has a very low frame rate.
The Video Player's volume is too low.
How do I update my Video Player?
The video is playing, but the audio is not audible.
I can't see the Video Player's Video quality selector.
The Video Player's audio is too loud.",-534773760.0,-536870912.0,2097152.0
"In 2013, The government of Thailand has offered financial and moral support to China. The latest earthquake killed nearly 200 and injured tens of thousands in Sichuan. China has sent 15 rescue teams and medical experts to Thailand, and has given a lot of money and equipment. Thailand is China's closest neighbor, so this earthquake is a big concern to the government of China. In recent years, China and Thailand have achieved significant progress in bilateral cooperation and exchanged a lot of goods. China is one of Thailand's largest trading partners, with bilateral trade exceeding $100 billion in 2013. Thailand is also China's second largest tourist destination in Southeast Asia, with 3.8 million Chinese tourists in 2012, accounting for 25% of its total tourists.",-429916160.0,-440401920.0,10485760.0
"In 2013, 86% of DARD staff opposed to Ballykelly move, says Sammy Wilson. Finance minister says he has not received a formal complaint. But, according to the department, “no decision has been taken as to where the department’s headquarters will be located in the future”.",-167772160.0,-168820736.0,1048576.0
"In 2013, This page doesn't seem to exist. You might have followed a bad link or mistyped the address. Feel free to try again.",-94896128.0,-96468992.0,1572864.0
"In 2013, summarize: Why Jugaad Might Make Sense To The Rest of The World, But Not To India. Subscribe Leadership Innovation Billionaires Startups Podcasts Videos Life Cryptocurrency Blogs Lists Thought Leadership Magazine Lists Mentors and Mavens. All Stories To The Point One Thing Today in Tech Tech Conversations Money Talks Startup Fridays From the Bookshelves All Podcasts Leadership Mantras Pathbreakers Lets Talk About One Thing today in Tech Momentum Building What Is? Thought Leadership Magazine Stories To The Point All Stories To The Point One Thing Tech Conversations Money Talks All Podcasts Pathbreakers Leadership Mantras Startup Fridays From The Bookshelves Lets Talk About All Podcasts. All Podcasts Lets Talk About Money Talks From the Bookshelves Tech Conversations Leadership Mantras Pathbreakers Startup Fridays Stories To The Point Money Talks Today in Tech Thought Leadership Magazine Leadership Mantras Pathbreakers Stories To The Point From the Bookshelves Money Talks Lets Talk About Tech Conversations All Podcasts Today in Tech Leadership Mantras All Podcasts Lets Talk About Startup Fridays Stories To The Point All Podcasts Money Talks From the Bookshelves Tech Conversations Pathbreakers.
In 2013, summarize: Why Jugaad Might Make Sense To The Rest of The World, But Not To India
Why Jugaad might make sense to the rest of the world, but not to India? Jugaad means to take the resources that you have and",-801112064.0,-809500672.0,8388608.0
"In 2013, Russia will complete the delivery to Brazil of 12 Mi-35 (AH-2 Sabre) attack helicopters worth $150 million by this fall. The helicopters will equip the Army’s 1st Helicopter Regiment. The Russian Ministry of Defense also has a contract with Brazil to upgrade four older Mi-35s to the Mi-35M standard.
Russian helicopters have been used in Brazil for some 40 years, including the Mi-8s of the 1st Helicopter Regiment.",-285212672.0,-285212672.0,0.0
"In 2013, The Media Research Center Stands With Israel blog. Follow us on Twitter @MRCIsrael and @mrciret Israel. Visit our blog for more Israel news. You can also follow us on Facebook, too!
CNN's Fareed Zakaria says that Israel has the ""right"" to destroy Iran's nuclear weapons program, but that Israel is being ""reckless"" and should ""take a different path.""
On his April 27 CNN show, Fareed Zakaria said, ""The question then becomes, what do you do? If I were an Israeli leader I would be very tempted to destroy Iran's nuclear weapons program in its own territory. That would be the most straightforward way to stop Iran's program.""
Zakaria later added, ""I think that Israel has the right to do that, but there are a lot of other consequences. That might provoke the Russians to do something that is unpredictable and perhaps counterproductive for the cause of democracy in the Middle East.""
Zakaria: ""The question then becomes, what do you do? If I were an Israeli leader I would be very tempted to destroy Iran's nuclear weapons program in its own territory.",-662700032.0,-662700032.0,0.0
"In 2013, summarize: Traffic Skip to content Your Life Arizona Silver Apple Surprise Squad Field Trip Friday Newcomers Guide Arizona News Watch Live Weather Video Traffic Good Morning Arizona News Tips Seen On TV Submit Photos Home Watch Live Video Seen on TV Arizona News Arizona Housing and Real Estate Phoenix News East Valley News West Valley News Arizona Wildfires True Crime Arizona Adoptable Pets in Phoenix Pets & Animals Border News Northern Arizona Yuma News Health US & World Politics Election Results Election Headlines Politics Unplugged Voter's Guide Weather Weather Cams Weather Coverage Weather App Monsoon Drought Extreme Heat Radar Weather Maps Severe Weather Center Traffic Live Traffic Radar Car Accidents I-10 I-17 I-8 Closures Traffic School Phoenix Area Traffic Cameras Phoenix Area Traffic Construction Traffic Alerts Gas Prices Arizona State University Tempe Arizona State University Tucson College of Southern Nevada College of Charleston University of Nevada Las Vegas Arizona Tech Valley of the Sun Valley of the Sun The Best Arizona's Sports News Latest Headlines Arizona Sports News MLB NFL NBA NFL Draft NHL NCAA Football NCAA Basketball NBA Draft NFL Draft WNBA NBA All-Star Game College Football College Basketball WNBA Draft All-Star Game Arizona Diamondbacks Arizona Cardinals Phoenix Suns Phoenix Mercury Arizona Coyotes Arizona Wildcats UA Sports Arizona State Sun Devils ASU Sports Arizona Rattlers Arizona Renegades Tucson Roadrunners Arizona State Soccer Arizona Coyotes Arizona State Hockey Arizona State Baseball Arizona State Golf Phoenix Suns NBA News NBA Trade Rumors NBA Scores NBA Scores NBA Players NBA Rumors NBA News Phoenix Suns NBA News NFL News MLB News MLB Scores MLB Rumors MLB News Arizona Cardinals NFL News MLB Rumors",-830472192.0,-830472192.0,0.0
"In 2013, summarize: Kate shows off baby bump as tabloid is investigated over topless pictures. Irish Independent Sunday, 13 October 2024 ePaper Puzzles Our Journalism Our Story Contact Us Log In News Opinion Business Sport Life Style Entertainment Travel Video Irish News Politics Education Health Courts Crime Environment Seachtain Dublin Local News Select your county Local ePapers World Europe Britain North America Latin America Middle East Asia-Pacific Australasia Africa Farming News Agri-business Dairy Tillage Beef Sheep Farm Property Machinery Legal Advice Comment Rural Life Schemes Finance Latest News Subscriber Exclusives Archive The Irish Times Digital Edition The Irish Times Archive Subscription Renewals Subscription offers Back Issues & Supplements Subscription FAQs How to read The Irish Times on any device The Irish Times on the App Store Read the Irish Times in the Apple News App The Irish Times on the Google Play Store Read the Irish Times in the Google News App The Irish Times on Amazon Kindle Read the Irish Times on Amazon Kindle Direct Subscribe to The Irish Times Digital Edition on your Kindle Read the Irish Times on Zinio The Irish Times on Zinio, iPad, iPhone & iPod touch Subscribe to The Irish Times Digital Edition on Zinio The Irish Times on the Oyster App Read The Irish Times in the Oyster App The Irish Times on the PressDisplay.com Read The Irish Times on PressDisplay.com Read the Irish Times on the e-newspaper Read the Irish Times on the e-newspaper View the Irish Times in the digital version of your favourite newspaper (the e-newspaper) How to buy a digital subscription to The",-822083584.0,-826277888.0,4194304.0
